,,,,,,,,,
Beginning Mobile App Development with React Native,http://pan.baidu.com/s/1gexkxs3,,,,,,,,
,,,,,,,,,
Calm Technology,http://pan.baidu.com/s/1bnMdVJ5,,,,,,,,
,,,,,,,,,
Building Applications on Mesos,http://pan.baidu.com/s/1kTZsU5x,,,,,,,,
,,,,,,,,,
MPLS in the SDN Era,http://pan.baidu.com/s/1mhie5zq,,,,,,,,
,,,,,,,,,
"Learning JavaScript, 3rd Edition, Early Release",http://pan.baidu.com/s/1hraLhnI,,,,,,,,
,,,,,,,,,
"Padding, Borders, Outlines, and Margins in CSS",http://pan.baidu.com/s/1c1nevfE,,,,,,,,
,,,,,,,,,
Design Leadership,http://pan.baidu.com/s/1ntTjmL7,,,,,,,,
,,,,,,,,,
"XQuery, 2nd Edition",http://pan.baidu.com/s/1dDNtSdj,,,,,,,,
,,,,,,,,,
"Identity, Authentication, and Access Management in OpenStack",http://pan.baidu.com/s/1gdYLaM3,,,,,,,,
,,,,,,,,,
Using Docker,http://pan.baidu.com/s/1gekWrlh,,,,,,,,
,,,,,,,,,
Essential Cybersecurity Science,http://pan.baidu.com/s/1jHutGeM,,,,,,,,
,,,,,,,,,
"Ruby Pocket Reference, 2nd Edition",http://pan.baidu.com/s/1pK1ALon,,,,,,,,
,,,,,,,,,
iOS 9 Swift Programming Cookbook,http://pan.baidu.com/s/1eQMPhDK,,,,,,,,
,,,,,,,,,
The Go Programming Language,http://pan.baidu.com/s/1eQsJvYM,,,,,,,,
,,,,,,,,,
"Core Data by Tutorials, 2nd Edition: iOS 9 and Swift 2 Edition",http://pan.baidu.com/s/1nuwUM61,,,,,,,,
,,,,,,,,,
Swift Apprentice,http://pan.baidu.com/s/1kT1wV11,,,,,,,,
,,,,,,,,,
"iOS Animations by Tutorials, 2nd Edition",http://pan.baidu.com/s/1hqyLafi,,,,,,,,
,,,,,,,,,
Docker Cookbook,http://pan.baidu.com/s/1cMbiGm,,,,,,,,
,,,,,,,,,
"Swift Pocket Reference, 2nd Edition",http://pan.baidu.com/s/1eQ5AdDg,,,,,,,,
,,,,,,,,,
"Programming WCF Services, 4th Edition",http://pan.baidu.com/s/1mgCj25a,,,,,,,,
,,,,,,,,,
"C# 6.0 in a Nutshell, 6th Edition",http://pan.baidu.com/s/1bnG56Wn,,,,,,,,
,,,,,,,,,
"SQL and Relational Theory, 3rd Edition",http://pan.baidu.com/s/1hquG6Mg,,,,,,,,
,,,,,,,,,
Design Sprint,http://pan.baidu.com/s/1c09a47I,,,,,,,,
,,,,,,,,,
Python Machine Learning,http://pan.baidu.com/s/1eQnYrZW,,,,,,,,
,,,,,,,,,
RESTful Rails Development,http://pan.baidu.com/s/1dWvKE,,,,,,,,
,,,,,,,,,
"The Art of SEO, 3rd Edition",http://pan.baidu.com/s/1qWILAxu,,,,,,,,
,,,,,,,,,
"C# 6.0 Cookbook, 4th Edition",http://pan.baidu.com/s/1hrimqFE,,,,,,,,
,,,,,,,,,
"SVG Colors, Patterns & Gradients",http://pan.baidu.com/s/1gddLsMf,,,,,,,,
,,,,,,,,,
C# 6.0 Pocket Reference,http://pan.baidu.com/s/1hqqA8de,,,,,,,,
,,,,,,,,,
Beyond Blame,http://pan.baidu.com/s/1c0uMvEo,,,,,,,,
,,,,,,,,,
Fluent Python,http://pan.baidu.com/s/1pKQKhUr,,,,,,,,
,,,,,,,,,
"Enterprise Search, 2nd Edition",http://pan.baidu.com/s/1bp6BUJd,,,,,,,,
,,,,,,,,,
"Nginx HTTP Server, 3rd Edition",http://pan.baidu.com/s/1i3XvgOX,,,,,,,,
,,,,,,,,,
Learning to Love Data Science,http://pan.baidu.com/s/1ntriE2P,,,,,,,,
,,,,,,,,,
Amazon Web Services in Action,http://pan.baidu.com/s/1jGUbqKY,,,,,,,,
,,,,,,,,,
"Oracle PL/SQL Language Pocket Reference, 5th Edition",http://pan.baidu.com/s/1c0bOrr6,,,,,,,,
,,,,,,,,,
High Performance Android Apps,http://pan.baidu.com/s/1kT1YzDt,,,,,,,,
,,,,,,,,,
WebSocket,http://pan.baidu.com/s/1c0z487Y,,,,,,,,
,,,,,,,,,
Git for Teams,http://pan.baidu.com/s/1qWL1ev6,,,,,,,,
,,,,,,,,,
"CSS: The Missing Manual, 4th Edition",http://pan.baidu.com/s/1nuR4iVn,,,,,,,,
,,,,,,,,,
Big Data,http://pan.baidu.com/s/1gd0Kgq3,,,,,,,,
,,,,,,,,,
"R in Action, 2nd Edition",http://pan.baidu.com/s/1sj9nibz,,,,,,,,
,,,,,,,,,
"Information Architecture, 4th Edition",http://pan.baidu.com/s/1i30atPb,,,,,,,,
,,,,,,,,,
Storm Applied,http://pan.baidu.com/s/1c0bN7ag,,,,,,,,
,,,,,,,,,
Agile Metrics in Action,http://pan.baidu.com/s/1gdhhi0N,,,,,,,,
,,,,,,,,,
OCP Java SE 7 Programmer II Certification Guide,http://pan.baidu.com/s/1ntH2H9B,,,,,,,,
,,,,,,,,,
Oculus Rift in Action,http://pan.baidu.com/s/1i3JCG65,,,,,,,,
,,,,,,,,,
Using Flume,http://pan.baidu.com/s/1nvrypIh,,,,,,,,
,,,,,,,,,
"Groovy in Action, 2nd Edition",http://pan.baidu.com/s/1gd8luON,,,,,,,,
,,,,,,,,,
Software Development Metrics,http://pan.baidu.com/s/1dDFHs2l,,,,,,,,
,,,,,,,,,
"Grails in Action, 2nd Edition",http://pan.baidu.com/s/1c0lWP12,,,,,,,,
,,,,,,,,,
Learn Git in a Month of Lunches,http://pan.baidu.com/s/1ntjCGrv,,,,,,,,
,,,,,,,,,
Beautiful JavaScript,http://pan.baidu.com/s/1mgrQoAk,,,,,,,,
,,,,,,,,,
Rails 4 in Action,http://pan.baidu.com/s/1c04TCDM,,,,,,,,
,,,,,,,,,
Abusing the Internet of Things,http://pan.baidu.com/s/1mgtlmv2,,,,,,,,
,,,,,,,,,
iOS 9 Programming Fundamentals with Swift,http://pan.baidu.com/s/1i3X7NGp,,,,,,,,
,,,,,,,,,
"jQuery in Action, 3rd Edition",http://pan.baidu.com/s/1mgw56Ne,,,,,,,,
,,,,,,,,,
Big Data for Chimps,http://pan.baidu.com/s/1jI0Sh8q,,,,,,,,
,,,,,,,,,
Programming iOS 9,http://pan.baidu.com/s/1bpC5EZ9,,,,,,,,
,,,,,,,,,
Cocos2d-x by Example: Beginner��s Guide �C 2nd Edition,http://pan.baidu.com/s/1jGtp11k,,,,,,,,
,,,,,,,,,
"C in a Nutshell, 2nd Edition, Early Release",http://pan.baidu.com/s/1gdo87CJ,,,,,,,,
,,,,,,,,,
Unity in Action,http://pan.baidu.com/s/1c0wfZTu,,,,,,,,
,,,,,,,,,
"Designing Social Interfaces, 2nd Edition",http://pan.baidu.com/s/1i3s7QaL,,,,,,,,
,,,,,,,,,
Security for Web Developers,http://pan.baidu.com/s/1hqwIDHM,,,,,,,,
,,,,,,,,,
Metaprogramming Elixir,http://pan.baidu.com/s/1hq94U92,,,,,,,,
,,,,,,,,,
Using WebPageTest,http://pan.baidu.com/s/1i3lPIZz,,,,,,,,
,,,,,,,,,
Programming Elixir,http://pan.baidu.com/s/1i3GU1cp,,,,,,,,
,,,,,,,,,
The Architecture of Privacy,http://pan.baidu.com/s/1ntCIlxn,,,,,,,,
,,,,,,,,,
AngularJS in Action,http://pan.baidu.com/s/1o6uzBNO,,,,,,,,
,,,,,,,,,
flex & bison,http://pan.baidu.com/s/1qW7m0Mg,,,,,,,,
,,,,,,,,,
Hack and HHVM,http://pan.baidu.com/s/1o6nDE8i,,,,,,,,
,,,,,,,,,
"xQuery, 2nd Edition, Early Release",http://pan.baidu.com/s/1o6Eb5Se,,,,,,,,
,,,,,,,,,
Mastering Go Web Services,http://pan.baidu.com/s/1eQsDxEM,,,,,,,,
,,,,,,,,,
"Algorithms in a Nutshell, 2nd Edition, Early Release",http://pan.baidu.com/s/1gdhLKrx,,,,,,,,
,,,,,,,,,
Mastering Laravel,http://pan.baidu.com/s/1hqIrOSO,,,,,,,,
,,,,,,,,,
"HBase: The Definitive Guide, 2nd Edition, Early Release",http://pan.baidu.com/s/1eQg1UOq,,,,,,,,
,,,,,,,,,
Thinking in Promises,http://pan.baidu.com/s/1c0jmYbA,,,,,,,,
,,,,,,,,,
"Fluent Python, Early Release Edition",http://pan.baidu.com/s/1c0sHmnQ,,,,,,,,
,,,,,,,,,
Creating a Data-Driven Organization,http://pan.baidu.com/s/1o6oXRom,,,,,,,,
,,,,,,,,,
The Software Paradox,http://pan.baidu.com/s/1jGgYSw2,,,,,,,,
,,,,,,,,,
Apache Oozie,http://pan.baidu.com/s/1eQxvEUm,,,,,,,,
,,,,,,,,,
The Enterprise Cloud,http://pan.baidu.com/s/1i3xV0g9,,,,,,,,
,,,,,,,,,
Designing Delivery,http://pan.baidu.com/s/1qWMdHKg,,,,,,,,
,,,,,,,,,
"How Linux Works, 2nd Edition",http://pan.baidu.com/s/1qXBvuIK,,,,,,,,
,,,,,,,,,
UX Strategy,http://pan.baidu.com/s/1kTKm5D1,,,,,,,,
,,,,,,,,,
"Photoshop CC: The Missing Manual, 2nd Edition",http://pan.baidu.com/s/1jGAKubW,,,,,,,,
,,,,,,,,,
Photoshop Elements 13: The Missing Manual,http://pan.baidu.com/s/1c0prNiw,,,,,,,,
,,,,,,,,,
Photos for Mac and iOS: The Missing Manual,http://pan.baidu.com/s/1eQ4gQZo,,,,,,,,
,,,,,,,,,
Programming Google App Engine with Python,http://pan.baidu.com/s/1qW7knIO,,,,,,,,
,,,,,,,,,
"Introduction to JavaScript Object Notation, Early Release Edition",http://pan.baidu.com/s/1qWP1eVU,,,,,,,,
,,,,,,,,,
"Creating a Website: The Missing Manual, 4th Edition",http://pan.baidu.com/s/1c0fOzXe,,,,,,,,
,,,,,,,,,
"iOS Swift Game Development Cookbook, 2nd Edition",http://pan.baidu.com/s/1sjLvo2x,,,,,,,,
,,,,,,,,,
Hadoop Security,http://pan.baidu.com/s/1ntotrmD,,,,,,,,
,,,,,,,,,
Data Algorithms,http://pan.baidu.com/s/1i3guzHF,,,,,,,,
,,,,,,,,,
The Hardware Startup,http://pan.baidu.com/s/1ntw0Sbf,,,,,,,,
,,,,,,,,,
21st Century Robot,http://pan.baidu.com/s/1sj1cuBV,,,,,,,,
,,,,,,,,,
Designing Connected Products,http://pan.baidu.com/s/1BGqCY,,,,,,,,
,,,,,,,,,
Effective Computation in Physics,http://pan.baidu.com/s/1c0HbFAK,,,,,,,,
,,,,,,,,,
BioBuilder,http://pan.baidu.com/s/1ntnDrqL,,,,,,,,
,,,,,,,,,
"Colors, Backgrounds, and Gradients",http://pan.baidu.com/s/1dDHFAYP,,,,,,,,
,,,,,,,,,
Crafting the InfoSec Playbook,http://pan.baidu.com/s/1o69VF2i,,,,,,,,
,,,,,,,,,
"Ruby Cookbook, 2nd Edition",http://pan.baidu.com/s/1mgmYjtY,,,,,,,,
,,,,,,,,,
Real-World Hadoop,http://pan.baidu.com/s/1nt1joyl,,,,,,,,
,,,,,,,,,
Minecraft Modding with Forge,http://pan.baidu.com/s/1pJsXGKF,,,,,,,,
,,,,,,,,,
CSS Secrets,http://pan.baidu.com/s/1qW1KeC0,,,,,,,,
,,,,,,,,,
Programming Google App Engine with Java,http://pan.baidu.com/s/1kTKlYFd,,,,,,,,
,,,,,,,,,
�Ź�Github�ٷ��ְ� �C ת�Ժ���longkai,https://vimeo.com/107196396,,,,,,,,
,,,,,,,,,
Data Visualization with JavaScript,http://pan.baidu.com/s/1c0jQnNM,,,,,,,,
,,,,,,,,,
Salt Essentials,http://pan.baidu.com/s/1c06Tdio,,,,,,,,
,,,,,,,,,
Bioinformatics Data Skills,http://pan.baidu.com/s/1jGIPWWm,,,,,,,,
,,,,,,,,,
Data Science in the Cloud with Microsoft Azure Machine Learning and R,http://pan.baidu.com/s/17BrKq,,,,,,,,
,,,,,,,,,
Easy Laravel 5,https://pan.baidu.com/s/1pCXd4qX6WJHLNV0QxIc56w,,,,,,,,
,,,,,,,,,
Hadoop Application Architectures,https://pan.baidu.com/s/1bpswG5D,,,,,,,,
,,,,,,,,,
R Packages,http://pan.baidu.com/s/1eQm4zNs,,,,,,,,
,,,,,,,,,
Accumulo,http://pan.baidu.com/s/1bnpt2Qr,,,,,,,,
,,,,,,,,,
Head First Android Development,http://pan.baidu.com/s/1sjzbba9,,,,,,,,
,,,,,,,,,
JavaScript with Promises,http://pan.baidu.com/s/1sjHrudJ,,,,,,,,
,,,,,,,,,
Web Scraping with Python,http://pan.baidu.com/s/1i3w9fvv,,,,,,,,
,,,,,,,,,
Transforms in CSS,http://pan.baidu.com/s/1c0g5jkk,,,,,,,,
,,,,,,,,,
IrWHW,,,,,,,,,
,,,,,,,,,
Discussing Design,http://pan.baidu.com/s/1sj5fRK5,,,,,,,,
,,,,,,,,,
Functional Programming in Scala,http://pan.baidu.com/s/1bnwciYj,,,,,,,,
,,,,,,,,,
"Graph Databases, 2nd Edition",http://pan.baidu.com/s/1gdlkfvH,,,,,,,,
,,,,,,,,,
Docker: Up and Running,http://pan.baidu.com/s/1pJBV7Yz,,,,,,,,
,,,,,,,,,
"Hadoop: The Definitive Guide, 4th Edition",https://pan.baidu.com/s/1jHUD33C,,,,,,,,
,,,,,,,,,
Make a Raspberry Pi-Controlled Robot,http://pan.baidu.com/s/1eQ6LvDg,,,,,,,,
,,,,,,,,,
Learning MySQL and MariaDB,http://pan.baidu.com/s/1ntn9a7f,,,,,,,,
,,,,,,,,,
Advanced Analytics with Spark,http://pan.baidu.com/s/1i3nGZUP,,,,,,,,
,,,,,,,,,
BeagleBone Cookbook,http://pan.baidu.com/s/1jGxizmY,,,,,,,,
,,,,,,,,,
You Don��t Know JS: Async & Performance,http://pan.baidu.com/s/1eQpi5N0,,,,,,,,
,,,,,,,,,
You Don��t Know JS: Up & Going,http://pan.baidu.com/s/1qW9hNMO,,,,,,,,
,,,,,,,,,
"You Don��t Know JS: ES6 & Beyond, Early Release",http://pan.baidu.com/s/1qCUeE,,,,,,,,
,,,,,,,,,
Ansible: Up and Running,http://pan.baidu.com/s/1qYjadkg,,,,,,,,
,,,,,,,,,
"The Web Application Hacker��s Handbook, 2nd Edition",http://pan.baidu.com/s/1jGuzx2I,,,,,,,,
,,,,,,,,,
D3.js in Action,http://pan.baidu.com/s/1gd0AtbX,,,,,,,,
,,,,,,,,,
"Mastering Ext JS, 2nd Edition",http://pan.baidu.com/s/1o63KX0u,,,,,,,,
,,,,,,,,,
The Mobile Application Hacker��s Handbook,http://pan.baidu.com/s/1qW1EFQc,,,,,,,,
,,,,,,,,,
Learning AngularJS,http://pan.baidu.com/s/1o6oSVge,,,,,,,,
,,,,,,,,,
MEAN Machine: A beginner��s practical guide to the JavaScript stack,http://pan.baidu.com/s/13bGlg,,,,,,,,
,,,,,,,,,
"Starting Out with C++: Early Objects, 8th Edition",http://pan.baidu.com/s/1bn4ghRL,,,,,,,,
,,,,,,,,,
"HTML5 & CSS3 for the Real World, 2nd Edition",http://pan.baidu.com/s/1ge90Oj5,,,,,,,,
,,,,,,,,,
"Starting Out with C++ from Control Structures to Objects, 8th Edition",http://pan.baidu.com/s/1kT7T85h,,,,,,,,
,,,,,,,,,
"Design Sprint, Early Release Edition",http://pan.baidu.com/s/1c050b3y,,,,,,,,
,,,,,,,,,
Field Guide to Hadoop,http://pan.baidu.com/s/1qWwTZZI,,,,,,,,
,,,,,,,,,
"Effective awk Programming, 4th Edition",http://pan.baidu.com/s/1sj6vzGT,,,,,,,,
,,,,,,,,,
Developing Web Components,http://pan.baidu.com/s/1nt3fLqT,,,,,,,,
,,,,,,,,,
Metaprogramming Ruby 2,http://pan.baidu.com/s/1i3KiJ1V,,,,,,,,
,,,,,,,,,
The Cucumber for Java Book,http://pan.baidu.com/s/1mgl6GDM,,,,,,,,
,,,,,,,,,
iOS 8 Programming Fundamentals with Swift,http://pan.baidu.com/s/1o6E8YrK,,,,,,,,
,,,,,,,,,
Pragmatic Unit Testing in Java 8 with JUnit,http://pan.baidu.com/s/1sjuQay5,,,,,,,,
,,,,,,,,,
Seven Concurrency Models in Seven Weeks,http://pan.baidu.com/s/1nt9llWX,,,,,,,,
,,,,,,,,,
JavaScript Application Design,http://pan.baidu.com/s/1qW7dgRy,,,,,,,,
,,,,,,,,,
"Hadoop in Practice, 2nd Edition",http://pan.baidu.com/s/1c0APvxQ,,,,,,,,
,,,,,,,,,
Full Stack JavaScript Development with MEAN,http://pan.baidu.com/s/1kTik1Np,,,,,,,,
,,,,,,,,,
MEAN Web Development,http://pan.baidu.com/s/1hqszUAS,,,,,,,,
,,,,,,,,,
Atomic Scala,http://pan.baidu.com/s/1c04drTQ,,,,,,,,
,,,,,,,,,
Play Framework Essentials,http://pan.baidu.com/s/1kTGGrjD,,,,,,,,
,,,,,,,,,
Understanding Context,http://pan.baidu.com/s/1c0u9JqS,,,,,,,,
,,,,,,,,,
Time Series Databases,http://pan.baidu.com/s/1i3kWjpN,,,,,,,,
,,,,,,,,,
"iPad: The Missing Manual, 7th Edition",http://pan.baidu.com/s/1qWnzHqk,,,,,,,,
,,,,,,,,,
Customizing Chef,http://pan.baidu.com/s/1eQq1QSy,,,,,,,,
,,,,,,,,,
Swift Pocket Reference,http://pan.baidu.com/s/1mgDWm5y,,,,,,,,
,,,,,,,,,
"Dreamweaver CC: The Missing Manual, 2nd Edition",http://pan.baidu.com/s/1nt5MGIX,,,,,,,,
,,,,,,,,,
Automating Microsoft Azure Infrastructure Services,http://pan.baidu.com/s/1hMxHk,,,,,,,,
,,,,,,,,,
Building Applications with iBeacon,http://pan.baidu.com/s/1eQcU6fo,,,,,,,,
,,,,,,,,,
Elasticsearch: The Definitive Guide,http://pan.baidu.com/s/1mgzcTRU,,,,,,,,
,,,,,,,,,
High Performance Responsive Design,http://pan.baidu.com/s/1nt2yGDN,,,,,,,,
,,,,,,,,,
Java 8 in Action,https://pan.baidu.com/s/1TlZKmck3Q64luxEUQmGsZw,,,,,,,,
,,,,,,,,,
Introducing Python,http://pan.baidu.com/s/1ntOdzzN,,,,,,,,
,,,,,,,,,
"Developing Web Apps with Haskell and Yesod, 2nd Edition",http://pan.baidu.com/s/1o65LAOE,,,,,,,,
,,,,,,,,,
Building Microservices,http://pan.baidu.com/s/174ORO,,,,,,,,
,,,,,,,,,
"Switching to the Mac: The Missing Manual, Yosemite Edition",http://pan.baidu.com/s/1c0CkkUG,,,,,,,,
,,,,,,,,,
Hello App Inventor!,http://pan.baidu.com/s/1ntiL9Uh,,,,,,,,
,,,,,,,,,
OS X Yosemite: The Missing Manual,http://pan.baidu.com/s/1gdJ5ARx,,,,,,,,
,,,,,,,,,
Modern PHP,http://pan.baidu.com/s/1o682v9K,,,,,,,,
,,,,,,,,,
Learning Scala,http://pan.baidu.com/s/1kT5QnTt,,,,,,,,
,,,,,,,,,
Knockout.js,http://pan.baidu.com/s/1mg64jag,,,,,,,,
,,,,,,,,,
eXist,http://pan.baidu.com/s/1c0GnUxE,,,,,,,,
,,,,,,,,,
Google Compute Engine,http://pan.baidu.com/s/1jG02AEi,,,,,,,,
,,,,,,,,,
Swift Development with Cocoa,http://pan.baidu.com/s/1bn6g84v,,,,,,,,
,,,,,,,,,
"The Art of Application Performance Testing, 2nd Edition",http://pan.baidu.com/s/1hqmZ0t2,,,,,,,,
,,,,,,,,,
"PostgreSQL: Up and Running, 2nd Edition",http://pan.baidu.com/s/1dD90pA5,,,,,,,,
,,,,,,,,,
Introducing GitHub,http://pan.baidu.com/s/1i3vKSg1,,,,,,,,
,,,,,,,,,
"Spring in Action, 4th Edition",http://pan.baidu.com/s/1nl9fS,,,,,,,,
,,,,,,,,,
Soft Skills,http://pan.baidu.com/s/1ntOcTZz,,,,,,,,
,,,,,,,,,
Programming for Musicians and Digital Artists,http://pan.baidu.com/s/1sjqeOc1,,,,,,,,
,,,,,,,,,
Git in Practice,http://pan.baidu.com/s/1kT9TSGn,,,,,,,,
,,,,,,,,,
The Responsive Web,http://pan.baidu.com/s/1eQnd1rO,,,,,,,,
,,,,,,,,,
F# Deep Dives,http://pan.baidu.com/s/1o6E76rS,,,,,,,,
,,,,,,,,,
Neo4j in Action,http://pan.baidu.com/s/1sjQCHY1,,,,,,,,
,,,,,,,,,
Barcodes with iOS,http://pan.baidu.com/s/1bn0GEL5,,,,,,,,
,,,,,,,,,
BDD in Action,http://pan.baidu.com/s/1eQlb2Si,,,,,,,,
,,,,,,,,,
"PowerShell in Depth, 2nd Edition",http://pan.baidu.com/s/1hqkX1tE,,,,,,,,
,,,,,,,,,
CORS in Action,http://pan.baidu.com/s/1jGIJuL4,,,,,,,,
,,,,,,,,,
ArcGIS Web Development,http://pan.baidu.com/s/1i3otkrj,,,,,,,,
,,,,,,,,,
Amazon Fire Phone: The Missing Manual,http://pan.baidu.com/s/1kT222VX,,,,,,,,
,,,,,,,,,
Node.js in Practice,http://pan.baidu.com/s/1kTl7qdD,,,,,,,,
,,,,,,,,,
You Don��t Know JS: Types & Grammar,http://pan.baidu.com/s/1kT66lwF,,,,,,,,
,,,,,,,,,
Learning Spark,https://pan.baidu.com/s/1c2EkYzQ,,,,,,,,
,,,,,,,,,
Designing and Developing for Google Glass,http://pan.baidu.com/s/1jGCDSSA,,,,,,,,
,,,,,,,,,
Blockchain,http://pan.baidu.com/s/1rp2Uy,,,,,,,,
,,,,,,,,,
Cython,http://pan.baidu.com/s/1qW7bZcg,,,,,,,,
,,,,,,,,,
The Uncertain Web,http://pan.baidu.com/s/1mgFX9JM,,,,,,,,
,,,,,,,,,
60 Recipes for Apache CloudStack,http://pan.baidu.com/s/1dDq3gdz,,,,,,,,
,,,,,,,,,
"JavaScript Cookbook, 2nd Edition",http://pan.baidu.com/s/1bn1wScJ,,,,,,,,
,,,,,,,,,
Programming Chrome Apps,http://pan.baidu.com/s/1mgzIk7u,,,,,,,,
,,,,,,,,,
"Programming Scala, 2nd Edition",http://pan.baidu.com/s/1pJjxNar,,,,,,,,
,,,,,,,,,
Social eCommerce,http://pan.baidu.com/s/1jGy0ac2,,,,,,,,
,,,,,,,,,
"Elasticsearch: The Definitive Guide, Early Release Edition",http://pan.baidu.com/s/1jG458NG,,,,,,,,
,,,,,,,,,
"Advanced Analytics with Spark, Early Release Edition",http://pan.baidu.com/s/1mgHsMa0,,,,,,,,
,,,,,,,,,
"Learning PHP, MySQL & JavaScript, 4th Edition",http://pan.baidu.com/s/1c02GBT2,,,,,,,,
,,,,,,,,,
"Enyo: Up and Running, 2nd Edition",http://pan.baidu.com/s/1gdxQSZh,,,,,,,,
,,,,,,,,,
"App Inventor 2, 2nd Edition",http://pan.baidu.com/s/1i3tHY8P,,,,,,,,
,,,,,,,,,
Thoughtful Machine Learning,http://pan.baidu.com/s/1hqh8Cte,,,,,,,,
,,,,,,,,,
Learning Agile,http://pan.baidu.com/s/1qWv55wg,,,,,,,,
,,,,,,,,,
Introducing iOS 8,http://pan.baidu.com/s/1qWLp4gG,,,,,,,,
,,,,,,,,,
Designing for Performance,http://pan.baidu.com/s/1qWMBxYO,,,,,,,,
,,,,,,,,,
Mobile and Web Messaging,http://pan.baidu.com/s/1hqgUoD2,,,,,,,,
,,,,,,,,,
The iOS Apprentice: 3rd Edition,http://pan.baidu.com/s/1jGzLBQe,,,,,,,,
,,,,,,,,,
iOS 8 Swift Programming Cookbook,http://pan.baidu.com/s/1i3zjeNb,,,,,,,,
,,,,,,,,,
Mastering Bitcoin,http://pan.baidu.com/s/1o6yXaae,,,,,,,,
,,,,,,,,,
The iOS Apprentice: 2nd Edition,http://pan.baidu.com/s/1gdEetEF,,,,,,,,
,,,,,,,,,
Python for Finance,http://pan.baidu.com/s/1bnfboz9,,,,,,,,
,,,,,,,,,
Core Data by Tutorials: iOS 8 and Swift Edition,http://pan.baidu.com/s/1qWv5DNY,,,,,,,,
,,,,,,,,,
iOS 8 by Tutorials,http://pan.baidu.com/s/1eQ2B96a,,,,,,,,
,,,,,,,,,
"iOS Games by Tutorials, 2nd Edition",http://pan.baidu.com/s/1bn6L4Cn,,,,,,,,
,,,,,,,,,
Swift by Tutorials,http://pan.baidu.com/s/1ntBkRbz,,,,,,,,
,,,,,,,,,
Hands-On Programming with R,http://pan.baidu.com/s/1hqtZmM4,,,,,,,,
,,,,,,,,,
Programming iOS 8,http://pan.baidu.com/s/1qW3FUxA,,,,,,,,
,,,,,,,,,
Juniper QFX5100 Series,http://pan.baidu.com/s/1eQAhlTo,,,,,,,,
,,,,,,,,,
Lightweight Django,http://pan.baidu.com/s/1eQvlyX8,,,,,,,,
,,,,,,,,,
"Java in a Nutshell, 6th Edition",http://pan.baidu.com/s/1dDzXoNf,,,,,,,,
,,,,,,,,,
Effective Modern C++,http://pan.baidu.com/s/1mgJsPwW,,,,,,,,
,,,,,,,,,
"21st Century C, 2nd Edition",http://pan.baidu.com/s/1dDu4ATN,,,,,,,,
,,,,,,,,,
OpenStack Swift,http://pan.baidu.com/s/1bnxq3s7,,,,,,,,
,,,,,,,,,
Becoming a Better Programmer,http://pan.baidu.com/s/1mgEJ4OK,,,,,,,,
,,,,,,,,,
"Think Stats, 2nd Edition",https://pan.baidu.com/s/1b9UT8E,,,,,,,,
,,,,,,,,,
"The Joy of Clojure, 2nd Edition",http://pan.baidu.com/s/1mgr82gg,,,,,,,,
,,,,,,,,,
Learning UML 2.0,http://pan.baidu.com/s/1vW4My,,,,,,,,
,,,,,,,,,
"CJKV Information Processing, 2nd Edition",http://pan.baidu.com/s/1qWJkmh2,,,,,,,,
,,,,,,,,,
AngularJS: Up and Running,http://pan.baidu.com/s/1dD1VvbV,,,,,,,,
,,,,,,,,,
Data Science at the Command Line,https://pan.baidu.com/s/1i5wzFxF,,,,,,,,
,,,,,,,,,
"Ruby Cookbook, 2nd Edition (Early Release)",http://pan.baidu.com/s/1eQvhYdO,,,,,,,,
,,,,,,,,,
Introducing Elixir,http://pan.baidu.com/s/16Lkqa,,,,,,,,
,,,,,,,,,
iOS 7 By Tutorials,http://pan.baidu.com/s/1hq9qKOO,,,,,,,,
,,,,,,,,,
iOS 6 By Tutorials: Volume 1 + 2,http://www.amazon.com/iOS-By-Tutorials-Ray-Wenderlich/dp/1481812858/,http://pan.baidu.com/s/1sjntK3z,,,,,,,
,,,,,,,,,
User Story Mapping,http://pan.baidu.com/s/1eQCd4dk,,,,,,,,
,,,,,,,,,
"Modern Operating Systems, 4th Edition",http://pan.baidu.com/s/1c0OxRfa,,,,,,,,
,,,,,,,,,
"iOS 5 by Tutorials: Volume 1 + 2 , 2nd Edition",http://www.amazon.com/iOS-Tutorials-Volume-2nd-Edition/dp/1482092611/,http://pan.baidu.com/s/1c0AKPC8,,,,,,,
,,,,,,,,,
"MySQL Cookbook, 3rd Edition",http://pan.baidu.com/s/1mgysQJu,,,,,,,,
,,,,,,,,,
High Performance Python,http://pan.baidu.com/s/1sjFNMgP,,,,,,,,
,,,,,,,,,
�������˵��?http://www.bookdl.com/,,,,,,,,,
,,,,,,,,,
Social Engineering and Nonverbal Behavior Set,http://pan.baidu.com/s/1gdJ0Oa3,,,,,,,,
,,,,,,,,,
Attack and Defend Computer Security Set,http://pan.baidu.com/s/1mg3H7CW,,,,,,,,
,,,,,,,,,
FlowingData.com Data Visualization Set,http://pan.baidu.com/s/1hqKKG40,,,,,,,,
,,,,,,,,,
Galaxy S5: The Missing Manual,http://pan.baidu.com/s/1pJHOB6j,,,,,,,,
,,,,,,,,,
Bruce Schneier on Trust Set,http://pan.baidu.com/s/1sj9CXxN,,,,,,,,
,,,,,,,,,
You Don��t Know JS: this & Object Prototypes,http://pan.baidu.com/s/1o6OBK9O,,,,,,,,
,,,,,,,,,
Building Web Apps with Ember.js,http://pan.baidu.com/s/191kqM,,,,,,,,
,,,,,,,,,
